Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.173","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.393","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.055","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.8","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.974","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.021","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.312","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.407","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2008","2008","°c","0.991","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.207","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.391","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.526","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.212","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.705","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.036","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.586","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.764","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.764","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.007","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.968","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.494","E","Estimated value"
"ET","Temperature change on land","250","France","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.284","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.765","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.293","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.492","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.261","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2004","2004","°c","1.004","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.031","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.263","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.098","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.55","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.287","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.2","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.126","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.354","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.588","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.518","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.67","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.982","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.645","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.385","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.322","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.506","E","Estimated value"
"ET","Temperature change on land","276","Germany","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.315","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2000","2000","°c","0.704","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.348","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2002","2002","°c","0.486","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.435","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.386","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.243","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.286","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.096","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2008","2008","°c","0.881","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2009","2009","°c","0.761","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2010","2010","°c","1.574","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.387","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.22","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.309","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.037","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2015","2015","°c","0.87","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.545","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2017","2017","°c","0.604","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.851","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.309","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.238","E","Estimated value"
"ET","Temperature change on land","300","Greece","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.587","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.768","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.423","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.454","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.741","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.581","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.264","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.724","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.165","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.514","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.63","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.822","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.904","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.745","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.173","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.216","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.056","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.885","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.327","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.511","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.332","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.956","E","Estimated value"
"ET","Temperature change on land","348","Hungary","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.408","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2000","2000","°c","0.548","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2001","2001","°c","0.522","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2002","2002","°c","0.802","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.995","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.865","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.147","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.135","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.326","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2008","2008","°c","0.818","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2009","2009","°c","0.785","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2010","2010","°c","-0.127","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.536","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2012","2012","°c","0.683","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.565","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.368","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2015","2015","°c","0.447","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.034","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.254","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2018","2018","°c","0.769","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.182","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.05","E","Estimated value"
"ET","Temperature change on land","372","Ireland","7271","Temperature change","7020","Meteorological year","2021","2021","°c","0.989","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.202","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.495","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2002","2002","°c","0.877","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.489","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.71","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.534","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.826","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.532","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.125","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.213","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.728","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.221","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.512","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.974","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.618","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.704","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.71","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.611","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.843","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.695","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.889","E","Estimated value"
"ET","Temperature change on land","380","Italy","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.579","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2000","2000","°c","2.008","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.813","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.712","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.238","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2004","2004","°c","1.015","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.353","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.089","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.207","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2008","2008","°c","2.4","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.514","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.681","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.142","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.391","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.061","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.301","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.14","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.928","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.487","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.342","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.44","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.532","E","Estimated value"
"ET","Temperature change on land","428","Latvia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.965","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2000","2000","°c","2.01","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.788","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.898","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.169","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.872","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.2","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.918","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.191","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2008","2008","°c","2.214","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.38","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.734","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.937","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.343","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.939","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.206","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.073","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.929","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.525","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.408","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.622","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2020","2020","°c","3.429","E","Estimated value"
"ET","Temperature change on land","440","Lithuania","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.775","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.644","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.425","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.384","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.685","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2004","2004","°c","1.012","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.13","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.36","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.944","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.281","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.182","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.321","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.335","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.259","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.569","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.458","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.506","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.857","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.624","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.439","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.122","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.595","E","Estimated value"
"ET","Temperature change on land","442","Luxembourg","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.126","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.034","E","Estimated value"
