Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.647","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2002","2002","°c","0.913","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.306","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.588","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.609","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.933","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.336","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.175","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2009","2009","°c","0.924","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2010","2010","°c","1.052","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.827","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.317","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.27","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.454","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.485","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.713","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.148","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.327","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.138","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.466","E","Estimated value"
"ET","Temperature change on land","470","Malta","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.931","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.601","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.272","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.531","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.212","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2004","2004","°c","1.168","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.263","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.518","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.085","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.438","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.224","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.106","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.075","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.155","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.435","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.564","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.287","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.932","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.719","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.133","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.139","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.475","E","Estimated value"
"ET","Temperature change on land","528","Netherlands (Kingdom of the)","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.306","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.88","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.282","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.697","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.364","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.777","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.874","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.827","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.138","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.741","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.264","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.392","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.755","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.372","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.638","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.356","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.986","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.03","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.451","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.411","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.632","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.658","E","Estimated value"
"ET","Temperature change on land","616","Poland","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.449","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2000","2000","°c","0.595","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.087","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2002","2002","°c","0.634","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.405","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.965","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.922","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.479","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2007","2007","°c","0.698","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2008","2008","°c","0.595","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.315","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2010","2010","°c","1.064","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.551","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2012","2012","°c","0.74","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.887","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.309","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.352","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.673","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2017","2017","°c","2.111","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2018","2018","°c","0.862","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.249","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.95","E","Estimated value"
"ET","Temperature change on land","620","Portugal","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.198","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.315","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.51","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.19","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.112","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.527","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.27","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.487","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.096","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.303","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.573","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2010","2010","°c","1.116","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.443","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.772","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.311","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.47","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.699","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.775","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.051","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.156","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.138","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.124","E","Estimated value"
"ET","Temperature change on land","642","Romania","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.322","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.629","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.244","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.382","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.652","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.547","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.394","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.623","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.141","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.513","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.485","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.673","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2011","2011","°c","0.826","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.558","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.936","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.344","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.078","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.917","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.235","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.507","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.378","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.982","E","Estimated value"
"ET","Temperature change on land","703","Slovakia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.243","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.802","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.725","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.524","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.448","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.751","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.503","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2006","2006","°c","0.89","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2007","2007","°c","2.194","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.603","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.655","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.796","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.38","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.957","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2013","2013","°c","1.256","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.457","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.149","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.068","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.744","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2018","2018","°c","2.438","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2019","2019","°c","2.362","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.254","E","Estimated value"
"ET","Temperature change on land","705","Slovenia","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.569","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2000","2000","°c","0.787","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.381","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2002","2002","°c","0.79","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2003","2003","°c","1.585","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2004","2004","°c","0.982","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2005","2005","°c","0.864","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.495","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2007","2007","°c","0.806","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2008","2008","°c","0.846","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.332","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2010","2010","°c","0.893","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.599","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.027","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.894","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2014","2014","°c","1.589","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2015","2015","°c","1.503","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.689","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2017","2017","°c","2.003","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.107","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.49","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.037","E","Estimated value"
"ET","Temperature change on land","724","Spain","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.373","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2000","2000","°c","1.726","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2001","2001","°c","1.072","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2002","2002","°c","1.569","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2003","2003","°c","0.913","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2004","2004","°c","1.2","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2005","2005","°c","1.824","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2006","2006","°c","1.486","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2007","2007","°c","1.939","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2008","2008","°c","1.957","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2009","2009","°c","1.438","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2010","2010","°c","-0.279","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2011","2011","°c","1.269","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2012","2012","°c","1.313","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2013","2013","°c","0.857","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2014","2014","°c","2.705","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2015","2015","°c","2.072","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2016","2016","°c","1.843","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.59","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2018","2018","°c","1.848","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.573","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2020","2020","°c","2.951","E","Estimated value"
"ET","Temperature change on land","752","Sweden","7271","Temperature change","7020","Meteorological year","2021","2021","°c","1.85","E","Estimated value"
